#sample	data_type	k_cov	mixture	lineages	log_barcodes	log_errors
l_4.2.1.1_SAMN09756336	assembly	1	no	4.2.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.1.1_SAMN19657214	assembly	1	no	4.2.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.1.1_SAMN19657405	assembly	1	no	4.2.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.1.1_SAMN19657450	assembly	1	no	4.2.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.1_SAMEA10030225	assembly	1	no	4.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.1_SAMEA10030410	assembly	1	no	4.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.1_SAMEA112298862	assembly	1	no	4.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.1_SAMEA6655983	assembly	1	no	4.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.1_SAMEA7617414	assembly	1	no	4.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.1_SAMN19657552	assembly	1	no	4.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2.1_SAMEA7550377	assembly	1	no	4.2.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1), 4.2.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2.1_SAMEA7552729	assembly	1	no	4.2.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1), 4.2.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2.1_SAMN21593482	assembly	1	no	4.2.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1), 4.2.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2.1_SAMN26038038	assembly	1	no	4.2.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1), 4.2.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2.2_SAMEA112801522	assembly	1	no	4.2.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1), 4.2.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2.2_SAMEA3374784	assembly	1	no	4.2.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1), 4.2.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2.2_SAMEA7561534	assembly	1	no	4.2.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1), 4.2.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2.2_SAMN03647375	assembly	1	no	4.2.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1), 4.2.2.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2_SAMD00179048	assembly	1	no	4.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2_SAMN06092248	assembly	1	no	4.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2_SAMN20512380	assembly	1	no	4.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2_SAMN20512473	assembly	1	no	4.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2_SAMN20693133	assembly	1	no	4.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2.2_SAMN30543955	assembly	1	no	4.2.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2.2 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2_SAMEA112805136	assembly	1	no	4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2_SAMEA2783416	assembly	1	no	4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2_SAMEA6990872	assembly	1	no	4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2_SAMEA7544521	assembly	1	no	4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2_SAMEA7544575	assembly	1	no	4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2_SAMEA7555751	assembly	1	no	4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2_SAMN08626416	assembly	1	no	4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.2_SAMN19658119	assembly	1	no	4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.1.1_SAMEA1117567	assembly	1	no	4.3.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.1.1_SAMEA1119321	assembly	1	no	4.3.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.1.1_SAMEA1119331	assembly	1	no	4.3.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.1.1_SAMEA112805619	assembly	1	no	4.3.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.1_SAMEA112799091	assembly	1	no	4.3.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.1_SAMEA112806403	assembly	1	no	4.3.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.1_SAMEA2533343	assembly	1	no	4.3.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.1_SAMEA3390410	assembly	1	no	4.3.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.1_SAMEA7561597	assembly	1	no	4.3.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.1_SAMEA7562361	assembly	1	no	4.3.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.2.1_SAMEA112801678	assembly	1	no	4.3.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.2.1_SAMEA3303374	assembly	1	no	4.3.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.2.1_SAMEA9196901	assembly	1	no	4.3.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.2.1_SAMN13066519	assembly	1	no	4.3.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.2_SAMEA112802790	assembly	1	no	4.3.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.2_SAMEA3671420	assembly	1	no	4.3.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.2_SAMEA7551320	assembly	1	no	4.3.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.2_SAMEA9976182	assembly	1	no	4.3.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.2_SAMEA9976420	assembly	1	no	4.3.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.2_SAMN04276775	assembly	1	no	4.3.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.3_SAMEA1101296	assembly	1	no	4.3.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.3_SAMEA5076063	assembly	1	no	4.3.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.3_SAMEA5163764	assembly	1	no	4.3.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.3_SAMEA7546402	assembly	1	no	4.3.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.3_SAMEA7551005	assembly	1	no	4.3.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.3_SAMEA7562181	assembly	1	no	4.3.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.3 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.4.1_SAMEA3558731	assembly	1	no	4.3.4.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1), 4.3.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.4.1_SAMEA5542098	assembly	1	no	4.3.4.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1), 4.3.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.4.1_SAMN03647704	assembly	1	no	4.3.4.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1), 4.3.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.4.1_SAMN19694204	assembly	1	no	4.3.4.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1), 4.3.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.4.2.1_SAMEA2266986	assembly	1	no	4.3.4.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1), 4.3.4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4.2.1 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.4.2.1_SAMEA2785399	assembly	1	no	4.3.4.2.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1), 4.3.4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4.2.1 (1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.4.2_SAMEA111366887	assembly	1	no	4.3.4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1), 4.3.4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.4.2_SAMEA2533994	assembly	1	no	4.3.4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1), 4.3.4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.4.2_SAMEA5569839	assembly	1	no	4.3.4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1), 4.3.4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.4.2_SAMN21169425	assembly	1	no	4.3.4.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1), 4.3.4.2 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3.4_SAMEA1101387	assembly	1	no	4.3.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1)	
l_4.3.4_SAMEA110241015	assembly	1	no	4.3.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1)	
l_4.3.4_SAMEA4744263	assembly	1	no	4.3.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1)	
l_4.3.4_SAMEA7546940	assembly	1	no	4.3.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1)	
l_4.3.4_SAMN11250612	assembly	1	no	4.3.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1)	
l_4.3.4_SAMN19113260	assembly	1	no	4.3.4 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3.4 (1, 1, 1, 1, 1, 1, 1)	
l_4.3_SAMEA112800974	assembly	1	no	4.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3_SAMEA112805425	assembly	1	no	4.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3_SAMEA14460278	assembly	1	no	4.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3_SAMEA2534837	assembly	1	no	4.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3_SAMN13567945	assembly	1	no	4.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3_SAMN18648392	assembly	1	no	4.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3_SAMN19321413	assembly	1	no	4.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.3_SAMN30990528	assembly	1	no	4.3 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.3 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1.1.1_SAMEA3271651	assembly	1	no	4.4.1.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1.1.1_SAMEA8742574	assembly	1	no	4.4.1.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1.1_SAMEA112807000	assembly	1	no	4.4.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1.1_SAMEA6797937	assembly	1	no	4.4.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1.1_SAMN08215024	assembly	1	no	4.4.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1.1_SAMN08215055	assembly	1	no	4.4.1.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1.2_SAMEA961596	assembly	1	no	4.4.1.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1.2_SAMN08214761	assembly	1	no	4.4.1.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1.2_SAMN08214896	assembly	1	no	4.4.1.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1.2_SAMN08215469	assembly	1	no	4.4.1.2 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1.2 (1, 1, 1, 1, 1, 1, 1, 1, 1)	
l_4.4.1_SAMEA1885896	assembly	1	no	4.4.1 (1)	4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1), 4.4.1 (1, 1, 1, 1, 1, 1, 1, 1, 1, 1)	
